RecID(String),FirstName(String),MiddleName(String),LastName(String),Address(String),City(String),State(String),ZIP(String),POBox(String),POCityStateZip(String),SSN(String),DOB(String)
A904940,AUGUSTINA,A,COROY,8425 Muirfield Way,Port,Saint,Lucie Fla. 34986,PO BOX 8433,"Port Saint Lucie, Fl 34985",,
A904941,Y,A,HOLLOWAY,1535 cumberland ct,FORT,MYERS,FL 33919,,,136-53-1344,1910
A904942,kennith,d,willams,1192TRES NINOS CORTE,Viscta,Ca,92084,,,55769103,1-Jan-00
A904943,Matthias,L,Bradfyord,3200 truxel rd aptt 432,SACRAMENTO,CALIF.,95833,,,83565922,
A904944,michael,,murillo,1449 W 57th St,LOS,ANGEES,CA 90062,post 88165,"Los Angeles, Ca 90009",144-79-8884,
A904945,erickson,j,tivnan,"2619 24th ave north,",St,Petersburg,Fl 33713,,,94632560,
A904946,J,A,"HELD, JR",45 Pine Hill Ln,pam,coast,fl 32164,,,105117691,
A904947,Michelle,A,Burleson,65 N HAGAR STREET,SAN,FERNANDO,CA 91L340,,,5312182,
A904948,CEASAR,,RUBIO,63easley Loops,GREENWOOD,AR,72936,Po Box 1053,"Greenwood, Ar 72936",56095023,
A904949,FRED,,ISLAND,728 wiqllington drive,ARLINGTON,TX,76018,,,147-21-1367,
A904950,Diana,C,Quesada,308 Sable,RANCHO,SANTA,MARGARITA CA 92688,,,,
A904951,Mario,Craig,Scherer,2385 A11TH ST,Riverside,Ca,92507,callier 52661,"RIVERSIDE, CALIFORNIA 92517",,19170504
A904952,Javier,,Barahona,1128V RIGSBY AVE,san,antonio,tx 78210,,,,
A904953,PAUL,M,FERNANDEZ,4164 COWELL RD,CONCORD,CANLIFORNIA,94518,,,34465428,
A904954,Dwight,,Coleman,7558 Mionte Cristo,SAN,ANTONIO,TEXAPS 78239,Po Box 690362,"SAN ANTONIO, TX 78269",,
A904955,KELLY,M,TRACY,180 7TTH AV STE 100,SANTA,CRUZ,CA 95062,CALL BOX 3569,"Santa Cruz, Ca 95063",193170549,1930
A904956,,,Camarena,227 Sansome St,SALINAS,CA,93907,,,031-98-2500,1904
A904957,VIVIAN,G,ROSIER,1551 SE 220TH STREET,CARSON,CAA,90745,POST 1179,"CARSON, CALI 90749",,
A904958,l,,henderson,4955 LAKE PARK CT,FALLBROOK,CA,92028,,,089-23-7164,
A904959,pedro,s,taverrite,1324 n dolenna dr,Compton,Ca,90222,,,27735162,
A904960,NIFRETTA,E,SMITH,4209 HOOKBILLED KITE,AUSTIN,TX,78738,,,32977920,1927
A904961,Tori,,Habib,2127 N Bristol Strt,SANTA,ANA,CA 92706,,,99446322,
A904962,WILLIAM,A,VINING,1654 beck cir,Stockton,Ca,9509,,,067-35-8126,
A904963,kristy,a,perez,"16221 133rd dr n,",JUPITER,FL,3347D8,Callbox 683,"JUPITER, FL 3346",64877846,
A904964,Juliana,A,Bowersox,5781 sands dr,HUNTINGTON,BEACH,CA 92647,,,063-86-7961,
A904965,stephen,,garcia,11924 w forest hill blvd # 22329,wellington,fl,33414,,,178-32-6652,1939
A904966,Tom,F,Correa,1025 FITZGEALD ST,salinas,ca,93906,,,177320605,
A904967,TERESA,A,ARSTRONG,1904 Lafferty Rd,PASADENA,TEXAS,77502,,,62480432,
A904968,DAVID,D,ALLEN,7220 nwh 46th strt,lauderhill,fl,33319,,,151307166,
A904969,will,,garcia,4600 Athens Ave,waco,tx,76710w,,,017-25-4397,
A904970,S,,CORONEL,2104 LEMONTREE WAYUNIT 4,antioch,calif.,94509,,,146694121,
A904971,J,O,NOLASCO,1022 GRETA ST,EL,CAJON,CA 92021,po box 20791,"EL CAJON, CA 92021",,
A904972,JOSE,H,MAUS,5170 KIRKOOD AVE,Spring,Hill,Fl 34608,,,41171096,
A904973,Jduith,,Torres,13326 Cologne Dr,houston,tx,77065,,,,
A904974,Antonio,E,Rolon,15510 monestino drv,orlando,fla.,32828,Po Box 720506,"ORLANDO, FLORIDA 32872",,
A904975,Joan,C,Kerby,5626 blue harbor dr,New,Portrichey,Fl 34653,,,105214680,4/30/24
A904976,KHAMLA,O,COLON,1102 couringrton court,NICEVILLE,FLA.,32578,,,67121248,19240523
A904977,JULITA,,TOTANES,18648 NAU AVE,NORTHRIDGE,CA,91326,,,,19690131
A904978,Omaira,D,Cloward,4449 giselle lane,Stockton,C,95206,,,99264096,
A904979,JENNIFER,,MEDINA,1602 mills meadow dr,round,rock,tx 78664,,,,
A904980,EPIGMENIA,L,HIPP,36 lewistyon ct,ladera,ranch,califorunia 92694,,,14465380,
A904981,IMELDA,,GONZALES,6036 outlook ave,Oakjland,Cali,94605,PO BOX 18Z616,"Oakland, Ca 94619",,
A904982,REGINA,,HERNANDEZ,7300 WAYNE AVE APT 502,Miami,Beach,Florzida 33141,,,130081472,7/30/04
A904983,jeo,,medina,800 7th St Apt 12,IMPERIAL,BEACH,CA 91932,post office box 1531,"Imperial Beach, Ca 91933",127617533,3/9/88
A904984,S,F,IBARRA,520 Pin Oak Adr,TERRELL,TEXAS,7561,fpo box 202,"TERRELL, TX 75160",142-12-0430,
A904985,TELLY,L,OUELLETT,6y329 jumilla ave,woodland,hills,ca 91367,,,6829034,8/16/26
A904986,STEPHEN,O,DIAZ,924 NW 16TH TERR,cape,coral,fl 33993,,,,
A904987,DIEGO,J,HOWITT,5068 CASPIAN COURT,ORLANDO,FL,3219,,,,
A904988,ELENA,L,BINKLEY,"13793 41st ln n,",ROYAL,PALM,BEACH FL 33411,,,012-28-3278,
A904989,IVY,P,FELXI,"813 SPANIH DR N,",longboat,key,fl 34228,,,,23-Dec-03
A904990,Leticia,,Porchia,9346 FLORAL CREST DR,HOUSTON,TX,77083,,,,1948
A904991,p,l,clark,536 W 12th St,CHICO,CA,95928D,,,,10/8/77
A904992,Joy,,Salgado,3036 N CAVES VALLEY PATH,Lecanto,Fl,34461,,,,
A904993,bethany,a,worthylake,1551 NE 120TH STR,anthony,fl,32617,,,,
A904994,SHANNON,L,MARTINEZ,9462 BOWMONT WAY,ELK,GROVE,CA 957U58,P Box 581385,"ELK GROVE, CA 95758",079-63-1450,19550527
A904995,linda,,singh,779 WILLIAMS ST,TRACY,CALIF.,95376,,,20214070,
A904996,ANACLETO,R,DANILES,51 BUD GRIMES RD,Ward,Ar,72176,,,,
A904997,ARTURO,,SPOLAR,6913 LA HACIENDA DR,FLIN,TX,75762,,,136-67-7766,
A904998,keivn,l,runksmeier,7980 Southwest 126th Av,LAKE,BUTLER,FLORIDA 32054,,,160646687,
A904999,John,,Fisher,893 W STATE ROAD 84 # 263,DAVIE,FL,33324,,,103376330,
A905000,Lovenia,B,Larkin,632 truly ter,VISTA,CA,92H084,,,703386917,2-May-44
A905001,RITCHIE,,JOSEHP,13107 live oak lane,OLD,RIVER-WINFRREE,TX 77535,,,061-09-3447,
A905002,LILIANA,M,MCCANN,2101azalea dr,Templed,Tx,76502,,,,
A905003,joanie,,lerma,42407 CHIQLSOM TR,murrieta,ca,92562,,,001-07-8415,4-Oct-73
A905004,RAYMOND,L,PEAVRSON,103 GREENVLALE DR,Mansfield,Tx,76063,,,185640007,
A905005,MIKE,,NAKANISHI,376 SVERNON AVE,SANN,JACINTO,CA 92583,,,,3/15/70
A905006,lilliam,l,burl,3712 Briarvale St,Corona,Ca,92879,,,164185056,25-Sep-89
A905007,Theodore,D,Barab,3952 ALAMO ST,IRVINE,CA,92606,,,198536334,
A905008,Ysela,N,Naarmore,1208 SWITCHGRASS LANE,Crowley,Texas,76036,,,141-62-0544,
A905009,K,,KEREGER,1444 e gladwick st,Carson,Ca,90746,,,149-62-0957,9/3/60
A905010,Hope,Z,Cooling,2731 Ers Lane,MISSOURI,CITY,TEXAS 77459,,,026-12-5060,9/18/03
A905011,adan,e,pacheco,1112 N EDENFIELD AVE,COVINA,CA,91722,Aptdo 214,"COVINA, CA 91722",,4/13/77
A905012,SANTOS,BENEDICT,GEORGE,2538 bellville ct,CAPE,CORAL,FLA. 33991,PO BOX 150706,"Cape Coral, Fla. 33915",,2/19/65
A905013,c,,crawford,1407 WEST AVE,santa,osa,cali 95407,,,073-49-0554,19091023
A905014,kenneth,d,owen,600 Hosking Ave Apt 71d,bakersfield,cca,93307,PO BOX 601J03,"BAKERSFIELD, CA 93386",,
A905015,L,,Chaez,9350 fontainebleau blvd apt c212,Miami,Florida,33172,,,159-79-4265,1942
A905016,CARL,G,BUSONICK,836 W 56TH ST,LOS,ANGELES,CALI 9037,,,,1/10/19
A905017,JOSE,C,JAIME,31 Reef Point Dr,RODE,CA,94572,,,008-92-0660,
A905018,d,,boone,220 elder rd,EL,PASO,TEXAS 79915,,,35991741,
A905019,JANELLE,D,LIVINGSTON,k79 nw 2nd str,HOMESTEAD,FL,33030,,,015-68-8375,
A905020,MIGUEL,F,CONTRERAS,3111 CR 629,Kress,Tx,79052,,,89183657,
A905021,PAVEL,R,FONTENOT,7860 SALTILLO ST,pensacola,fl,32526,PO BOX 352,"pensacola, fl 32516",55291486,
A905022,JORGE,N,GHRAIZI,305ARLONCOURT RD,SEASIDE,CA,93955,Offic Box 133,"Seaside, Cali 93955",132015925,1912
A905023,KEN,L,BIANCHI,1759 IMPERIAL PALM DR,apopka,florida,32712,,,86225395,1914
A905024,DVAID,,CARMONA,1811 ludwig ave,SANTA,ROSA,CA 95407,,,078-17-8258,
A905025,SARAH,R,NARAYAN,821 allen st apt 1123,dalas,tx,75204,box 810892,"DALLAS, TEXAS 7531",,12/16/04
A905026,ROY,E,GONZALZE,3939 Rosemeade Pkwy Apt 6314,kdallas,tx,75287,CALLER 810892,"DALLAS, TX 75381",,
A905027,DEVIA,J,FRANKLIN,9307 CORNER OAKS LANE,HOUSTON,TX,77036,O BOX 280034,"houston, tx 77228",119154730,
A905028,LORENA,G,ARDIZONE,1371 NW 80TH TER,plantation,fla.,33322,,,,1-Jan-77
A905029,cecelia,,v,22675 PLOMAR RD,NUEVO,CALI,92567,,,004-80-7232,
A905030,NOAH,,GARCIA,"521 Avenue K Ne,",pwinter,haven,fl 33881,PO BOX 3161,"winter haven, fl 33885",173-23-0856,
A905031,BETTE,S,PETRDOMO,7106 garden hstr,HOUSTON,TEXAS,7708,,,151466022,19091230
A905032,richard,darell,allen,3539 willis ct,oakland,ca,94619,POST OFFICE 18616,"OAKLAND, CALIFORNIAA 94619",,1954
A905033,HELEN,P,OLIVER,3309 CANONGATE WAY,FORT,SMITH,AR 72908,Post Box 1040v4,"fort smith, ar 72917",194734192,
A905034,JAVIER,F,SALSBURY,1425 84TBH AVENU,OKLAND,CA,94621,CALL BOX 18616,"Oakland, Ca 94619",64283254,6/23/50
A905035,L,,OLUWEK,603 VALLEY VIEW WAY,Travis,Afb,Ca 94535,Po Box 1727,"travis afb, ca 94535",48628209,2/19/52
A905036,JUAN,N,RACZKA,6400 MARTHA CT,arlington,tx,76001,,,089-76-2757,
A905037,nenita,e,reyes,10494 ne 29th ave # 2,ANTHONY,FL,32617,,,,
A905038,PAMELA,,BATEPOLA,7847 stalmer st apt b,SAN,DIEGO,CA 92111,po bcox 45236,"SAN DIEGO, CA 92145",,19330728
A905039,Irene,D,Smiley,1870 MONFIQUE ST,tracy,ca,5304,,,47366953,11/23/05
A905040,Norman,T,Robles,1248 County Road 4109,GREENVILLE,TEXAS,75401,,,123311830,
A905041,CARLDREK,M,CHAVEZ,16060 sw indianwood cir,indiantown,fl,34956,PO BOX 2051,"Indiantown, Fl 34956",023-28-5418,
A905042,Vince,G,Richardson,26422 ALDERTREE CT,moreno,valley,cali 92555,,,73827475,
A905043,DOLORSE,M,BILLINGS,1006 E Avenue J Suite E2-4,Lancaster,California,93z535,po box 901754,"lancaster, calif. 93535",58498322,1962
A905044,joaquin,o,ramirez,11008 amelina ln,Frisco,Tx,75035,,,,1/24/63
A905045,martin,l,burrows,1214 E Wichita St,henrietta,tx,76365,,,117171025,
A905046,TRICIA,W,HARRIS,100 fowler ave apt 107,CLOVIS,CA,9Z3611,,,,
A905047,gwendolyn,r,melin,726 east wite str,ANNA,TXAS,75409,,,,13-Feb-58
A905048,Candaec,H,Jenkins,3446 Summerood Wy,LAKELAND,FL,33812,,,041-38-8038,
A905049,David,G,Whiet,1122 blix st,ORTH,HOLLYWOOD,CALIF. 91602,Po Box 9483,"North Hollywood, Ca 91609",4659940,
A905050,VIRGINA,A,LUNNING,6945 SW 21ST LN,Gainesville,Fl,32607,Po Box 607,"GAINESVILLE, FL 32602",75152297,
A905051,Valerie,V,Shoaee,217 sunset dr,san,juan,texas 78589,,,46304568,19000101
A905052,TINA,L,UHTCHINGS,5408 Shore Dr,Saint,Augustine,Fl 32086,,,110702918,1958
A905053,DANIEL,L,CORTEZ-CANALES,297 BOARDWALK WAY,HAYWARD,CA,94544,,,32930482,
A905054,Melvin,W,Lewis-slayton,2714 Oliver Ave,Oakland,Ca,94605,,,45565999,
A905055,NITA,F,ERED,"I2183 HIGHWAY 321 NORTH,",WARD,AR,72176,,,090-00-3333,
A905056,Barbie,B,Vorac,30z07 gypsy pt,san,antonio,texas 78245,,,,
A905057,veronica,a,whaley,2120 el paseo str ap 2305,Houston,Texas,7754,,,94451016,
A905058,CLAUDIA,M,BAHENA,22118 Cantlay Stt,CANOGA,PARK,CALIFORNIA 91303,,,,1/28/66
A905059,CHRISTOPHER,C,AINDERSON,30 OEAN PINES DR,SAINT,AUGUSTINE,FL 32080,,,130591862,
A905060,DENISE,L,FOSTER,14265 VAN NUYS BLVD APT 91,ARLETA,CALVI,91331,,,,4/26/30
A905061,Stnaley,,Tuong,1312 DOMADOR,SAN,CLEMENTE,CA 92673,,,,
A905062,James,,Caas,1316 Forest Dr,ROGERS,AR,72756,,,099-80-4383,1982
A905063,LORAINE,,BRUSCHI,1708 E San Vicente,COMPTON,CFA,90221,,,144125494,
A905064,A,,YORK,2936 NW 122ND VENU,Sunrise,Fl,33323,,,37760299,1958
A905065,irma,j,sandstrom,2408 COUNTYB ROAD 417,Rector,Ar,72461,,,,12/25/18
A905066,JOE,R,PONCE,7008n 23rd St,mbcallen,texas,78504,Po Jbox 52840,"Mcallen, Texas 78505p",8924580,1913
A905067,R,J,SOLAREZ,2084 Ascot Dr Apt 2,Moraga,Cali,94556,,,060-03-0125,
A905068,Samann,,Shaik,2520 FOX GLENN CIRC,BEDFORD,TX,76021,,,023-53-3623,
A905069,W,,KHAN,7844 quimby ave,WEST,HILLS,CALIF. 1304,,,112-50-3137,1976
A905070,DENNIS,ROMAN,MARKOIWCZ,5932 s rue rd,west,palm,beach fl 33415,,,179144680,1956
A905071,Jose,J,Jardim,1617 Bay St Apt A,alameda,ca,94501,Aptdo 852,"ALAMEDA, CALIFORNIA 94501",089-59-0139,19340214
A905072,joanne,,kettler,5121 PEMBERTON LN,the,colony,texas 7505,,,173-85-7494,
A905073,GLORY,,ABADIA,37228 WATERMAN AVE,pdalmdale,ca,93550,,,,
A905074,WILLIAM,,RIVAS,286M69 FERN GLEN CIRCL,lake,elsinore,ca n92530,APTDO 1228,"LAKE ELSINORE, CA 92531",174789880,
A905075,Bertha,,Schiedel,48 EASTBROOK CT,CLAYTON,CA,94517,,,29708204,
A905076,William,,Becerril-sanchez,9239 Preston Rd,brooksville,fl,34601,,,61454953,
A905077,Edward,S,Lsatique,371 s burnside aovn,LOS,ANGELES,CALI 90036,,,50781479,1918
A905078,NORMA,P,ALLEN,4720 Vintage Ln Aptb 214,plano,tx,75024,,,,
A905079,FELIPE,,ZACAIRAS,4245 E Michigan St,ORLANDO,FLORIDA,32812,,,,
A905080,JODY,R,GODINEZ,3124 Bigelow Drive,holiday,fla.,34691,,,,
A905081,ELEANOR,O,MENTON,17508 TIMBERVIEW DRV,RIVERSIDE,CALIKF.,92504,PWO BOX 52661,"riverside, ca 92517",182711023,1953
A905082,ANA,D,HUBBARD,20421 guffy ln,WILDOMAR,CAI,92595,Offcice Box 1294,"WIWLDOMAR, CALIF. 92595",142506158,
A905083,Mark,,Warneke,549 RAMER FORD RD,PRIM,AR,7213Z0,,,138-59-2882,
A905084,STEVEIE,FERNANDO,ASNDOVAL,5702 WINTER RIXDGE DR,BAKERSFIELD,CA,93313,Po Box 60103,"BAKERSFIELD, CALIFORNIA 9W3386",41122385,
A905085,christopher,c,anglin,121 northwood dr,ROCKDALE,TEXAS,7567,,,132818271,
A905086,Teodoro,L,Tellington,3655 Ranchwood Rd,ORLANDO,FL,32808,,,035-47-1269,
A905087,kathy,h,herd,"1006 technology boulv w, apt 1932",allas,texas,75220,,,160638786,8/7/40
A905088,PATTIE,B,CARTR,321 S Neal St,PRAIRIE,GROVE,AR 72753,,,148-93-2878,1921
A905089,dicey,a,morris,1717 s wilton place apt 3,LOS,ANGELES,CA 90019,,,34794916,
A905090,Maria,R,Mcdonald,2208 San Vittorino Cir Apt 103,kissimmee,fl,34741,,,156156021,1982
A905091,Jaime,,Galhouse,1202 KENTUCKY AVE,FORT,PIERCE,FL 34950,CALL BOX 12444,"FORT PIERCE, FL 34979",189546658,8-Jan-08
A905092,JOSE,R,OLIVARES,2055 shady creek pl,Danville,Ca,94526,,,,
A905093,SHEILA,E,DEES,8821 Sailfish Bawy Circle,Sacramento,Calif.,9588,,,,
A905094,PEDRO,,RAMOS,41713 WOODRIDGE AVENU UNIT 3,murrieta,ca,h92562,,,11510375,
A905095,tammy,a,sancdifer,709 ELSIE AVE,San,Leandro,Ca 94577,,,167-21-8255,
A905096,rich,,bennett,6852 HATILLO AVE APT A,WINNETKA,CA,91306,,,,10/19/17
A905097,GLORIA,J,WISHART,2189 EL LAGO WAY,JACKSOONVILLE,FL,32224,PO BOX 5314,"Jacksonville, Fla. 32247",89227433,
A905098,DANIEL,R,MATHIESON,1031 Redwood St,OXNARD,CALIF.,93033,,,129-64-1736,
A905099,Erich,M,Napier,618 PEACHWOOD PL,RIVERSIDE,CA,92Y506,APTDO 52661,"Riverside, Ca 92517",,
A905100,ELIZABETH,R,LANE,8769 HENRY WAY,El,Paso,Tx 79907,,,147-26-7493,1946
A905101,Saundra,J,Flannery,1700 INDIAN ROCK RD,cool,ca,95614,,,2270768,
A905102,MICHAEL,WAYNE,LINIVLLE,305 AEATHA DR,DAYTONA,BEACH,FLORIDA 32114D,,,118451681,
A905103,JULIA,F,NORTON,P4029 SHORELINE DR,DALLAS,TEAS,75233,Box 8108q92,"DALLAS, TX 75381",501912740,1920
A905104,FRANCES,F,GRIGGS,1556 PARK MEADOWS DR APT 3,FORT,MYERS,FL 33907,POST 7586,"fort myers, fl 33911",,
A905105,DOLORES,,THMAS,3425 Lake Park Ct,santa,rosa,ca 95403,,,158083336,
A905106,jamei,e,alvarez,12087 PUEBLO LAGUNA DRIVE,EL,PASO,TX 79936,,,147144389,
A905107,A,,TAYLOR,536 BROPHY DR,FREMONT,CALIFM.,94536,,,158-16-9960,
A905108,D,,GARAY,516 GARNET LN,WFORT,WORTH,TEXAS 76112,,,,9/9/51
A905109,SANDRA,W,REINDERS,312 vsouth se 10 av apt a,pompano,beach,fla. 33060,,,84073116,1951
A905110,Grace,B,Kennedy,119 crenshaw ct,Pacifica,California,94044,,,,
A905111,CHRISTINA,,VALDEZ,795 SOUHEAST ALBATROSS AVN,port,saint,lucie fl 34983,po box 8433,"PORT SAINT LUCIE, FL 34985",151357708,
A905112,D,S,HERNANDEZ,559 FERGUSON RD,Heber,Springs,Ar 72543,,,076-60-4516,9/16/24
A905113,h,,sepulvead,31 christensen kave,SALINAS,CA,93906,,,97952545,19660205
A905114,ANGELA,D,RENTON,3702 Nature View Wy Apt 20m8,Tampa,Fla.,33624,,,179681811,17-Sep-37
A905115,Eirc,C,Martinez,461 WHISPERNING OAK LN,apopka,fl,32712,APTDO V2634,"apopka, fl 32704",198200117,1907
A905116,AELXA,R,ORMONDE,10721 oak view drv,austin,tx,78759,,,5133798,
A905117,ALCY,,MANSOUR,L2541 FOREST CREEK DR,FORT,WORTH,TX 76123,,,105134428,1900
A905118,joann,k,nanec,1320 RIVERETTE DR,MODESTO,CA,95351,,,,9/24/86
A905119,HENRY,A,LEONARD,19311 BUG SCUFFLE RD,WEST,FORK,ARR 72774,PO BOX F704,"West Frk, Ark 72774",183-58-7219,
A905120,MICHELLE,G,VALENCIA,1572 33RD AVE,OAKLAND,CA,94601,,,,11/29/34
A905121,Nanny,T,Hampton,1616 WILLOW GLEN CT,Keller,Tx,76248,,,029-73-7592,
A905122,Marcus,M,Donelson,3262 PIERCE STB,Hollywood,Fl,33021,Po Box 817432,"hollywoood, fl 33081",75337249,
A905123,ernesto,d,promer,17028TH ST,SAN,FERNANDO,CA 91340,,,185143003,
A905124,,,WILLIAMS,14610 SONGIRD LN,Haslet,Texas,7652,,,183454933,
A905125,L,,NAVARRO,79 S BEACH STR APT 315B,daytona,beach,fl 32114,,,116-87-3603,
A905126,maria,e,stansbury,82 Naugatuck Dr,Jacksonville,Fla.,32225,,,35934434,
A905127,Daneng,E,Waits,5124 Breeze Hollow Ct,FORT,WORTH,TX 76179,,,,
A905128,Fenrando,,Reece-deloney,2651 E Beyer Boulevard,SAN,YSIDRO,CA 92173,,,96816137,1971
A905129,MATTHEW,A,BRYANT,4714S RUMBLING CANYON CT,KATY,TX,77449,,,10184853,
A905130,KEVIN,M,AMARANTE,6934 blacks ferry rd # b,IMBODEN,AR,72434,,,055-91-8715,
A905131,R,,CUMMINGS,12651 nw 13th st,sunrise,fl,33323,,,103-17-4766,7/2/15
A905132,SEVERIANO,A,ROSOWSKI,1818 KIRNWOOD DR,DALLAS,TX,75232,Po Box 810892,"dallas, tx 75381",151-93-7658,1903
A905133,EMANUEL,C,SMITH,41214 CHEYENNE TRL,CHERRY,VALLEY,CA 92223,,,033-84-4784,
A905134,MYRNA,K,MORSE,11112 LINDA CRCLE,FORNEY,TX,75126,,,35908621,
A905135,ANDREA,S,TAYLOR,735 orangte hill dr,ORONA,CA,92881,,,70271287,1956
A905136,MICHELLE,D,LANGDON,567 ESSEX DRIVE,palmdale,ca,93552,POST OFFICE 901243,"palmdale, cali 93o590",,1949
A905137,Haihong,M,Pua,691 donna dr,MARTINEZ,CA,94553,,,,
A905138,GLENN,,CASTILLO,1027 LAKE AVOCA PLACE,TARPON,SPRINGS,FL 34689,,,147434130,30-Jul-82
A905139,DENINS,,HERNANDEZ,7847 SZTALMER ST APT B,san,diego,ca 92111,po box 45236,"san diego, ca 92145",113598080,
A905140,Manuel,,Hwelton,1914 E 2ND STR,Long,Beach,Ca 90802,,,,11/4/75
A905141,Jamie,E,Shildt,1261 Venezia Pl,POMONA,CA,91766,,,190060163,1975
A905142,randolph,d,torres,3511 FAWN VALLEY DR APT 2007,Dallas,Tx,75224,,,140758810,
A905143,verona,f,martinez,2015 ENCINO VALLENY STREET,SAN,ANTONIOTX,78259,,,036-17-1066,
A905144,MORTEZA,,R,38107 Amardor Lane,murrieta,ca,92563,,,076-01-5759,1927
A905145,ANGELICA,,EOSTRADA,6150 WESTFINKEN CT,Homosassa,Fl,34446,,,057-34-9082,
A905146,YOCASTA,L,THOMAS,2705 CARDIGAN CT,LAREDO,TX,78043,,,,1984
A905147,juan,g,kijesky,2400 NE 16TH ST APT 109,POMPANO,BEACH,FL 33062,,,176129463,7/25/51
A905148,TAKISHA,G,CREIGHTON,527 W 12th St,TRACNY,CA,95376,,,51704064,
A905149,jaems,l,williams,12260 GOLDEN SUN DRV,EL,PASO,TX 79938,,,,
A905150,ARMANDO,G,HELBOKC,2280 DUSTY MILE RD,LANDERSN,CA,92285,,,47366757,
A905151,ANNETTE,R,MARABLE,6088 Bent Pine Dr Apt 451,ORLANDO,FL,32822,buzon 720506,"Orlando, Fla 32872",,
A905152,TOM,S,HILL,1753 via verde dr,RIALTO,CA,92Y377,,,56371090,
A905153,cruz,,s,3660 N 56th Ave Apt604,Hollywood,Fl,33021,po box 817432,"Hollywood, Fl 33081",22075433,29-Apr-04
A905154,rose,r,kimball,8703 Starview St,TEMPLE,TUEXAS,76502,,,171204238,
A905155,LETYT,L,ARENA,183 miller ln,EL,DORADO,AR 71730,,,,1959
A905156,l,j,hoffman,760 northwest 76th avenu,MARGATE,FLAA.,33063,,,013-42-5928,1960
A905157,ROB,L,DABILL,4711 Gulfstream Road,LAKE,WOTH,FLA. 33461,,,,1977
A905158,T,,ZARAGOZA,4914 N VAL VEDE RD,dyonna,tx,78537,,,318913999,
A905159,Tonya,S,Ferrell,1011 W OLIVE AVE UNIT D,BURBANK,CALI,91506,,,169-92-0626,
A905160,CARLOS,,F,2173 sunleaf ln,SANTA,RPOSA,CALIF. 95403,,,171-66-0827,11/18/08
A905161,elvia,l,crouch,24955 3rd street,MURRIETA,CA,92562,,,15349207,1985
A905162,Martha,L,Anderson,14003 Sherman Way,Van,Nuys,Ca 91405,,,27569720,1942
A905163,ROSALYN,A,LUONGO,115 EASTE STR,HOT,SPRINGS,ARKANSASV 71901,,,141734387,
A905164,Samuel,,Walekr,29263 Beryl St,MENIFEE,CA,92584,,,83421110,7/23/45
A905165,SHAY,C,DZON,715 S WALNUT ST,anaheim,calif.,92802,,,31788839,15-Apr-42
A905166,C,M,Barraza,Z15753 Alwood St,La,Puente,California 91744,,,85719325,
A905167,LGEN,A,LINDSEY,"3942 Landfall Ln W,",Jacksonville,Flv,32250,,,177-35-6783,
A905168,DONALD,,BALDUCCI,3385 HURLBUT PL,San,Diego,Calif. 92123,,,104985402,1/11/60
A905169,PAUL,,AUGUST,8245 Maple Driv,Buena,Park,Ca 90620,call box 5885,"BUENA PARK, CA 90622",174000405,1904
A905170,margaret,c,mejia,25685 spring dr apt 4,HAYWARD,CALIF.,94542,,,,
A905171,MANUEL,E,F,13018 terrace brook pl,Tampa,Zfl,33637,,,35914123,
A905172,MICHELE,D,HEWETT,2317 south frjesno ave,Stockton,C,95206,,,194249936,1967
A905173,s,,hall,12221 SJW 203RD TERR,Miami,Florida,33177,,,41713015,5/26/39
A905174,LEANNA,A,DE LA PUENTE,2823 liphpia rd,JACKSONVILLEF,FLORIDA,32209,,,,19240417
A905175,Lusi,L,Moreira,837  9th st,MERCED,CA,95341K,,,062-48-9650,
A905176,t,e,dominguez,4711 s himes ave apt 213,Tampa,Fl,33611,PO BOX 769I72,"tampa, fl 33675",113-84-9860,3/29/24
A905177,pat,a,peters,3621 HAWTHORNEV LN,WINTELR,PARK,FLA. 32792,,,15537692,
A905178,Perdo,L,Cloakey,Z16374 Whitefield Ct,Chino,Hills,Ca 91709,,,20792580,
A905179,horacio,m,goode,7319 spinnaker bay drv,LAKE,WORTH,FL 33467,,,14281821,19350205
A905180,GINGER,Z,GABMOA,1804 S MARGUERITAL AVEN,Alhambra,California,918z03,,,77663829,1933
A905181,MICKEY,R,TERRAZAS,1702 powell st apt a,SPRINGDALE,AR,72764,Cpost Office Box 6412,"SPRILNGDALE, AR 72766",,
A905182,John,R,Marctinez,8130 Debbie Gay Dr,houston,tx,77040,,,119114889,9/28/40
A905183,Timothy,C,Carroll,7123 glen oak drv,LITTLE,ROCK,YARK 72209,po box 165891,"LITTLE ROCK, AR 72216W",153779747,
A905184,edward,,crisostenes,1712 s garden dr,ANAHEIM,CA,92804,po boix 8242,"Anaheim, Ca 92812",150293377,
A905185,virginia,a,black,139 MCNARNEY ST,san,antonio,texas 78211,,,137572891,
A905186,patricia,,infante,678 ASHLAND CT,detona,fla.,32725,PO BOX 5635,"Deltona, Fl 32728",175820081,
A905187,RODGER,K,MARTIN,"3 deal ave nsw, # d",FORT,WALTON,BEACH FL 32548,PO BOX 1513,"Fort Waltown Beach, Fl 32549",606089190,
A905188,DANK,,GALINDO,1634 pinedale ave,blooington,ca,92316,,,,
A905189,brandy,g,sierra,533 NW 29TH AVE,GAINESVILLE,FL,32609,po box 607,"gainesville, fla. z32602",518-72-7441,19160422
